k1,k2,k3,p,value
0.251,0.001,0.251,0.5773684210526315,0.9188120953375698
0.251,0.001,0.251,0.6289473684210526,0.9255004414431514
0.251,0.001,0.251,0.6805263157894736,0.9324050683441354
0.251,0.001,0.251,0.7321052631578947,0.9398755186444601
0.251,0.001,0.251,0.7836842105263158,0.9485917666404609
0.251,0.001,0.251,0.8352631578947368,0.9596922286367473
0.251,0.001,0.251,0.8868421052631579,0.9751223429546547
0.251,0.001,0.251,0.9384210526315789,0.9987903996321843
0.251,0.001,0.251,0.99,1.043789000036572
0.251,0.001,0.376,0.01,1.029784474002998
0.251,0.001,0.376,0.06157894736842105,0.976139044676609
0.251,0.001,0.376,0.11315789473684211,0.940168633109328
0.251,0.001,0.376,0.16473684210526315,0.9170137419161635
0.251,0.001,0.376,0.2163157894736842,0.9032718365735053
0.251,0.001,0.376,0.26789473684210524,0.896449234801727
0.251,0.001,0.376,0.3194736842105263,0.8946442639487944
0.251,0.001,0.376,0.37105263157894736,0.8963657245182417
0.251,0.001,0.376,0.4226315789473684,0.9004336050989368
0.251,0.001,0.376,0.47421052631578947,0.9059303605312476
0.251,0.001,0.376,0.5257894736842105,0.9121822341313379
0.251,0.001,0.376,0.5773684210526315,0.9187568409554316
0.251,0.001,0.376,0.6289473684210526,0.9254686397372893
0.251,0.001,0.376,0.6805263157894736,0.9323897851638465
0.251,0.001,0.376,0.7321052631578947,0.9398716910466942
0.251,0.001,0.376,0.7836842105263158,0.948595743345304
0.251,0.001,0.376,0.8352631578947368,0.9597014200853797
0.251,0.001,0.376,0.8868421052631579,0.9751349514226799
0.251,0.001,0.376,0.9384210526315789,0.9988052114877246
0.251,0.001,0.376,0.99,1.0438052324626725
0.251,0.001,0.501,0.01,1.0267882998677118
0.251,0.001,0.501,0.06157894736842105,0.9741155967714459
0.251,0.001,0.501,0.11315789473684211,0.9387805184893985
0.251,0.001,0.501,0.16473684210526315,0.9160510091731715
0.251,0.001,0.501,0.2163157894736842,0.9025998347861766
0.251,0.001,0.501,0.26789473684210524,0.8959792810913623
0.251,0.001,0.501,0.3194736842105263,0.8943165601039347
0.251,0.001,0.501,0.37105263157894736,0.8961391039375934
0.251,0.001,0.501,0.4226315789473684,0.900279215728176
0.251,0.001,0.501,0.47421052631578947,0.9058276810312291
0.251,0.001,0.501,0.5257894736842105,0.9121165062918934
0.251,0.001,0.501,0.5773684210526315,0.9187173783699074
0.251,0.001,0.501,0.6289473684210526,0.925447687136312
0.251,0.001,0.501,0.6805263157894736,0.9323817288092489
0.251,0.001,0.501,0.7321052631578947,0.9398724968414669
0.251,0.001,0.501,0.7836842105263158,0.9486025463820615
0.251,0.001,0.501,0.8352631578947368,0.9597122185353948
0.251,0.001,0.501,0.8868421052631579,0.9751483755680934
0.251,0.001,0.501,0.9384210526315789,0.9988203496690109
0.251,0.001,0.501,0.99,1.0438215046197934
0.251,0.001,0.626,0.01,1.0240187924728978
0.251,0.001,0.626,0.06157894736842105,0.9722709388565884
0.251,0.001,0.626,0.11315789473684211,0.9375316999266214
0.251,0.001,0.626,0.16473684210526315,0.915195847080982
0.251,0.001,0.626,0.2163157894736842,0.9020102665745777
0.251,0.001,0.626,0.26789473684210524,0.8955719999179266
0.251,0.001,0.626,0.3194736842105263,0.8940360791678219
0.251,0.001,0.626,0.37105263157894736,0.8959476897895624
0.251,0.001,0.626,0.4226315789473684,0.9001507438948888
0.251,0.001,0.626,0.47421052631578947,0.9057437956290397
0.251,0.001,0.626,0.5257894736842105,0.9120641658886544
0.251,0.001,0.626,0.5773684210526315,0.9186872527029353
0.251,0.001,0.626,0.6289473684210526,0.925433084930328
0.251,0.001,0.626,0.6805263157894736,0.9323778624299037
0.251,0.001,0.626,0.7321052631578947,0.9398759645856107
0.251,0.001,0.626,0.7836842105263158,0.9486109589591143
0.251,0.001,0.626,0.8352631578947368,0.9597239243382716
0.251,0.001,0.626,0.8868421052631579,0.9751622564034239
0.251,0.001,0.626,0.9384210526315789,0.9988356690291451
0.251,0.001,0.626,0.99,1.0438377986481724
0.251,0.001,0.751,0.01,1.0214276784678762
0.251,0.001,0.751,0.06157894736842105,0.9705627322463242
0.251,0.001,0.751,0.11315789473684211,0.9363867151001815
0.251,0.001,0.751,0.16473684210526315,0.9144193588563647
0.251,0.001,0.751,0.2163157894736842,0.9014800334299995
0.251,0.001,0.751,0.26789473684210524,0.8952092132624734
0.251,0.001,0.751,0.3194736842105263,0.8937887198461261
0.251,0.001,0.751,0.37105263157894736,0.8957807017315074
0.251,0.001,0.751,0.4226315789473684,0.9000400764493057
0.251,0.001,0.751,0.47421052631578947,0.9056727040373307
0.251,0.001,0.751,0.5257894736842105,0.9120208619972225
0.251,0.001,0.751,0.5773684210526315,0.9186633796554937
0.251,0.001,0.751,0.6289473684210526,0.9254227036165585
0.251,0.001,0.751,0.6805263157894736,0.9323767611896594
0.251,0.001,0.751,0.7321052631578947,0.9398811770890663
0.251,0.001,0.751,0.7836842105263158,0.9486204195564722
0.251,0.001,0.751,0.8352631578947368,0.9597362171596711
0.251,0.001,0.751,0.8868421052631579,0.9751764308353099
0.251,0.001,0.751,0.9384210526315789,0.9988511041336166
0.251,0.001,0.751,0.99,1.0438541065594547
0.251,0.001,0.876,0.01,1.0189820924465023
0.251,0.001,0.876,0.06157894736842105,0.9689634554779762
0.251,0.001,0.876,0.11315789473684211,0.9353232156811488
0.251,0.001,0.876,0.16473684210526315,0.9137037452729628
0.251,0.001,0.876,0.2163157894736842,0.9009951611776104
0.251,0.001,0.876,0.26789473684210524,0.8948800853630008
0.251,0.001,0.876,0.3194736842105263,0.8935661817374547
0.251,0.001,0.876,0.37105263157894736,0.895631863599962
0.251,0.001,0.876,0.4226315789473684,0.8999425360954874
0.251,0.001,0.876,0.47421052631578947,0.9056109775967425
0.251,0.001,0.876,0.5257894736842105,0.911984128586488
0.251,0.001,0.876,0.5773684210526315,0.9186440242567881
0.251,0.001,0.876,0.6289473684210526,0.9254153537699192
0.251,0.001,0.876,0.6805263157894736,0.9323776345700203
0.251,0.001,0.876,0.7321052631578947,0.9398876287292506
0.251,0.001,0.876,0.7836842105263158,0.9486306205256101
0.251,0.001,0.876,0.8352631578947368,0.959748922542083
0.251,0.001,0.876,0.8868421052631579,0.9751908105634572
0.251,0.001,0.876,0.9384210526315789,0.9988666197632119
0.251,0.001,0.876,0.99,1.043870424079635
0.251,0.126,0.001,0.01,0.7467384457661286
0.251,0.126,0.001,0.06157894736842105,0.6967730734694815
0.251,0.126,0.001,0.11315789473684211,0.6620141031415052
0.251,0.126,0.001,0.16473684210526315,0.6384788795261445
0.251,0.126,0.001,0.2163157894736842,0.6235608432390332
0.251,0.126,0.001,0.26789473684210524,0.6155212326465986
0.251,0.126,0.001,0.3194736842105263,0.6131903538194496
0.251,0.126,0.001,0.37105263157894736,0.6157870095407509
0.251,0.126,0.001,0.4226315789473684,0.622807489261072
0.251,0.126,0.001,0.47421052631578947,0.633957526507896
0.251,0.126,0.001,0.5257894736842105,0.6491125643716043
0.251,0.126,0.001,0.5773684210526315,0.6682986704272036
0.251,0.126,0.001,0.6289473684210526,0.6916912296230757
0.251,0.126,0.001,0.6805263157894736,0.7196329668364636
0.251,0.126,0.001,0.7321052631578947,0.7526790545822304
0.251,0.126,0.001,0.7836842105263158,0.7916895275601794
0.251,0.126,0.001,0.8352631578947368,0.8380214735162137
0.251,0.126,0.001,0.8868421052631579,0.8939790793355282
0.251,0.126,0.001,0.9384210526315789,0.9641642215532786
0.251,0.126,0.001,0.99,1.0632948592132934
0.251,0.126,0.126,0.01,0.7446085749602251
0.251,0.126,0.126,0.06157894736842105,0.6951420424110384
0.251,0.126,0.126,0.11315789473684211,0.6607560983098533
0.251,0.126,0.126,0.16473684210526315,0.6375044230495797
0.251,0.126,0.126,0.2163157894736842,0.6228047691037553
0.251,0.126,0.126,0.26789473684210524,0.6149350932371109
0.251,0.126,0.126,0.3194736842105263,0.612737480401897
0.251,0.126,0.126,0.37105263157894736,0.6154392153188177
0.251,0.126,0.126,0.4226315789473684,0.6225428184748756
0.251,0.126,0.126,0.47421052631578947,0.633758686330363
0.251,0.126,0.126,0.5257894736842105,0.6489658120142212
0.251,0.126,0.126,0.5773684210526315,0.6681930092795381
0.251,0.126,0.126,0.6289473684210526,0.6916178186195419
0.251,0.126,0.126,0.6805263157894736,0.7195846793523515
0.251,0.126,0.126,0.7321052631578947,0.7526501442755782
0.251,0.126,0.126,0.7836842105263158,0.79167537301021
0.251,0.126,0.126,0.8352631578947368,0.8380183841722157
0.251,0.126,0.126,0.8868421052631579,0.8939841551205494
0.251,0.126,0.126,0.9384210526315789,0.9641752745440408
0.251,0.126,0.126,0.99,1.0633104760874454
0.251,0.126,0.251,0.01,0.7428427116540393
0.251,0.126,0.251,0.06157894736842105,0.6939544557307298
0.251,0.126,0.251,0.11315789473684211,0.6599477619306153
0.251,0.126,0.251,0.16473684210526315,0.6369496459262862
0.251,0.126,0.251,0.2163157894736842,0.6224222205035677
0.251,0.126,0.251,0.26789473684210524,0.614671061066355
0.251,0.126,0.251,0.3194736842105263,0.6125558768634538
0.251,0.126,0.251,0.37105263157894736,0.6153154392324054
0.251,0.126,0.251,0.4226315789473684,0.6224598921644664
0.251,0.126,0.251,0.47421052631578947,0.6337047715162472
0.251,0.126,0.251,0.5257894736842105,0.6489325823444014
0.251,0.126,0.251,0.5773684210526315,0.6681745665700118
0.251,0.126,0.251,0.6289473684210526,0.6916099608204136
0.251,0.126,0.251,0.6805263157894736,0.7195843999389333
0.251,0.126,0.251,0.7321052631578947,0.752655286259531
0.251,0.126,0.251,0.7836842105263158,0.7916843877535236
0.251,0.126,0.251,0.8352631578947368,0.8380301623307411
0.251,0.126,0.251,0.8868421052631579,0.8939979083646974
0.251,0.126,0.251,0.9384210526315789,0.9641904552432186
0.251,0.126,0.251,0.99,1.063326735404864
0.251,0.126,0.376,0.01,0.7412839446355992
0.251,0.126,0.376,0.06157894736842105,0.6929447052174891
0.251,0.126,0.376,0.11315789473684211,0.6592839794113674
0.251,0.126,0.376,0.16473684210526315,0.6365087899965283
0.251,0.126,0.376,0.2163157894736842,0.6221277022700233
0.251,0.126,0.376,0.26789473684210524,0.614474108344115
0.251,0.126,0.376,0.3194736842105263,0.6124248233396781
0.251,0.126,0.376,0.37105263157894736,0.6152293821640082
0.251,0.126,0.376,0.4226315789473684,0.6224048377724869
0.251,0.126,0.376,0.47421052631578947,0.6336712382340326
0.251,0.126,0.376,0.5257894736842105,0.648914080357764
0.251,0.126,0.376,0.5773684210526315,0.668166616075589
0.251,0.126,0.376,0.6289473684210526,0.6916094481790935
0.251,0.126,0.376,0.6805263157894736,0.7195891495992712
0.251,0.126,0.376,0.7321052631578947,0.7526637727166992
0.251,0.126,0.376,0.7836842105263158,0.7916955397682428
0.251,0.126,0.376,0.8352631578947368,0.8380432288603261
0.251,0.126,0.376,0.8868421052631579,0.8940123666022157
0.251,0.126,0.376,0.9384210526315789,0.9642059487731247
0.251,0.126,0.376,0.99,1.0633430397767318
0.251,0.126,0.501,0.01,0.7398680640403761
0.251,0.126,0.501,0.06157894736842105,0.6920466922350581
0.251,0.126,0.501,0.11315789473684211,0.6587053961892657
0.251,0.126,0.501,0.16473684210526315,0.6361319264865757
0.251,0.126,0.501,0.2163157894736842,0.621880769850045
0.251,0.126,0.501,0.26789473684210524,0.6143122760239734
0.251,0.126,0.501,0.3194736842105263,0.6123195218361364
0.251,0.126,0.501,0.37105263157894736,0.6151620862135125
0.251,0.126,0.501,0.4226315789473684,0.6223633547381615
0.251,0.126,0.501,0.47421052631578947,0.6336474405438417
0.251,0.126,0.501,0.5257894736842105,0.6489024913187076
0.251,0.126,0.501,0.5773684210526315,0.6681635117230789
0.251,0.126,0.501,0.6289473684210526,0.6916122775991536
0.251,0.126,0.501,0.6805263157894736,0.7195961554256765
0.251,0.126,0.501,0.7321052631578947,0.7526737395460801
0.251,0.126,0.501,0.7836842105263158,0.7917076255758682
0.251,0.126,0.501,0.8352631578947368,0.8380568510906499
0.251,0.126,0.501,0.8868421052631579,0.8940271249530443
0.251,0.126,0.501,0.9384210526315789,0.9642215736336337
0.251,0.126,0.501,0.99,1.0633593627752287
0.251,0.126,0.626,0.01,0.7385591205903577
0.251,0.126,0.626,0.06157894736842105,0.691228319793697
0.251,0.126,0.626,0.11315789473684211,0.6581854064835486
0.251,0.126,0.626,0.16473684210526315,0.6357978580632024
0.251,0.126,0.626,0.2163157894736842,0.6216649394181593
0.251,0.126,0.626,0.26789473684210524,0.6141729570930989
0.251,0.126,0.626,0.3194736842105263,0.6122304526261617
0.251,0.126,0.626,0.37105263157894736,0.615106441283483
0.251,0.126,0.626,0.4226315789473684,0.6223301880186654
0.251,0.126,0.626,0.47421052631578947,0.633629536790743
0.251,0.126,0.626,0.5257894736842105,0.6488950410868544
0.251,0.126,0.626,0.5773684210526315,0.668163279021043
0.251,0.126,0.626,0.6289473684210526,0.6916170684047978
0.251,0.126,0.626,0.6805263157894736,0.719604473345095
0.251,0.126,0.626,0.7321052631578947,0.7526845598392011
0.251,0.126,0.626,0.7836842105263158,0.7917202452086918
0.251,0.126,0.626,0.8352631578947368,0.8380707883571241
0.251,0.126,0.626,0.8868421052631579,0.8940420519998757
0.251,0.126,0.626,0.9384210526315789,0.9642372716521104
0.251,0.126,0.626,0.99,1.063375696046268
0.251,0.126,0.751,0.01,0.7373344016755681
0.251,0.126,0.751,0.06157894736842105,0.6904707736298112
0.251,0.126,0.751,0.11315789473684211,0.6577091255286311
0.251,0.126,0.751,0.16473684210526315,0.6354951113987801
0.251,0.126,0.751,0.2163157894736842,0.6214715124593511
0.251,0.126,0.751,0.26789473684210524,0.6140496340453301
0.251,0.126,0.751,0.3194736842105263,0.6121527783632175
0.251,0.126,0.751,0.37105263157894736,0.6150588877655876
0.251,0.126,0.751,0.4226315789473684,0.622302740921731
0.251,0.126,0.751,0.47421052631578947,0.6336156507750901
0.251,0.126,0.751,0.5257894736842105,0.6488903891235616
0.251,0.126,0.751,0.5773684210526315,0.6681649730915558
0.251,0.126,0.751,0.6289473684210526,0.6916231658307677
0.251,0.126,0.751,0.6805263157894736,0.7196136594291773
0.251,0.126,0.751,0.7321052631578947,0.7526959411780698
0.251,0.126,0.751,0.7836842105263158,0.7917332135554314
0.251,0.126,0.751,0.8352631578947368,0.8380849301330389
0.251,0.126,0.751,0.8868421052631579,0.8940570878613405
0.251,0.126,0.751,0.9384210526315789,0.9642530165414884
0.251,0.126,0.751,0.99,1.0633920358492936
0.251,0.126,0.876,0.01,0.7361784255945008
0.251,0.126,0.876,0.06157894736842105,0.6897618144628992
0.251,0.126,0.876,0.11315789473684211,0.6572671676113528
0.251,0.126,0.876,0.16473684210526315,0.6352166161399517
0.251,0.126,0.876,0.2163157894736842,0.6212952243898964
0.251,0.126,0.876,0.26789473684210524,0.6139384203034002
0.251,0.126,0.876,0.3194736842105263,0.612083650421205
0.251,0.126,0.876,0.37105263157894736,0.6150173522441782
0.251,0.126,0.876,0.4226315789473684,0.6222795154809142
0.251,0.126,0.876,0.47421052631578947,0.6336047095439854
0.251,0.126,0.876,0.5257894736842105,0.6488877748624748
0.251,0.126,0.876,0.5773684210526315,0.6681680617529309
0.251,0.126,0.876,0.6289473684210526,0.6916302035963788
0.251,0.126,0.876,0.6805263157894736,0.7196234669279535
0.251,0.126,0.876,0.7321052631578947,0.7527077220178717
0.251,0.126,0.876,0.7836842105263158,0.7917464289561313
0.251,0.126,0.876,0.8352631578947368,0.8380992160735361
0.251,0.126,0.876,0.8868421052631579,0.8940722000383885
0.251,0.126,0.876,0.9384210526315789,0.9642687941251529
0.251,0.126,0.876,0.99,1.0634083801809426
0.251,0.251,0.001,0.01,0.6180979851480357
0.251,0.251,0.001,0.06157894736842105,0.5907887613484442
0.251,0.251,0.001,0.11315789473684211,0.5734580542610077
0.251,0.251,0.001,0.16473684210526315,0.5637088550553904
0.251,0.251,0.001,0.2163157894736842,0.5599826902098519
0.251,0.251,0.001,0.26789473684210524,0.5612568176167483
0.251,0.251,0.001,0.3194736842105263,0.5668659031727259
0.251,0.251,0.001,0.37105263157894736,0.5763945780483022
0.251,0.251,0.001,0.4226315789473684,0.5896123265726692
0.251,0.251,0.001,0.47421052631578947,0.6064351669918144
0.251,0.251,0.001,0.5257894736842105,0.6269057895769872
0.251,0.251,0.001,0.5773684210526315,0.6511882461483078
0.251,0.251,0.001,0.6289473684210526,0.6795766454924239
0.251,0.251,0.001,0.6805263157894736,0.7125209467611588
0.251,0.251,0.001,0.7321052631578947,0.7506787625659657
0.251,0.251,0.001,0.7836842105263158,0.7950144962093346
0.251,0.251,0.001,0.8352631578947368,0.8469997922437837
0.251,0.251,0.001,0.8868421052631579,0.9090764194773984
0.251,0.251,0.001,0.9384210526315789,0.986033121157456
0.251,0.251,0.001,0.99,1.0929086582516652
0.251,0.251,0.126,0.01,0.6169324292639264
0.251,0.251,0.126,0.06157894736842105,0.5898906396376238
0.251,0.251,0.126,0.11315789473684211,0.5727639020222441
0.251,0.251,0.126,0.16473684210526315,0.5631724268225851
0.251,0.251,0.126,0.2163157894736842,0.5595695104774037
0.251,0.251,0.126,0.26789473684210524,0.5609406782462933
0.251,0.251,0.126,0.3194736842105263,0.5666265431331308
0.251,0.251,0.126,0.37105263157894736,0.5762161059212594
0.251,0.251,0.126,0.4226315789473684,0.5894821236890149
0.251,0.251,0.126,0.47421052631578947,0.6063431096013714
0.251,0.251,0.126,0.5257894736842105,0.6268436874071432
0.251,0.251,0.126,0.5773684210526315,0.6511494304419174
0.251,0.251,0.126,0.6289473684210526,0.679555662022572
0.251,0.251,0.126,0.6805263157894736,0.7125133238806418
0.251,0.251,0.126,0.7321052631578947,0.7506808342194304
0.251,0.251,0.126,0.7836842105263158,0.795023266960734
0.251,0.251,0.126,0.8352631578947368,0.8470128372675374
0.251,0.251,0.126,0.8868421052631579,0.9090918192643946
0.251,0.251,0.126,0.9384210526315789,0.986049445146195
0.251,0.251,0.126,0.99,1.0929250824628243
0.251,0.251,0.251,0.01,0.6159645709321673
0.251,0.251,0.251,0.06157894736842105,0.5892365212322486
0.251,0.251,0.251,0.11315789473684211,0.5723185771954931
0.251,0.251,0.251,0.16473684210526315,0.5628683728226527
0.251,0.251,0.251,0.2163157894736842,0.5593623076600169
0.251,0.251,0.251,0.26789473684210524,0.5608005658946846
0.251,0.251,0.251,0.3194736842105263,0.5665332785093469
0.251,0.251,0.251,0.37105263157894736,0.5761557474597021
0.251,0.251,0.251,0.4226315789473684,0.5894449703832243
0.251,0.251,0.251,0.47421052631578947,0.606322354222919
0.251,0.251,0.251,0.5257894736842105,0.6268345209817086
0.251,0.251,0.251,0.5773684210526315,0.6511484379317363
0.251,0.251,0.251,0.6289473684210526,0.6795604093457124
0.251,0.251,0.251,0.6805263157894736,0.712522072661351
0.251,0.251,0.251,0.7321052631578947,0.7506923430420338
0.251,0.251,0.251,0.7836842105263158,0.7950366520348204
0.251,0.251,0.251,0.8352631578947368,0.8470274745894257
0.251,0.251,0.251,0.8868421052631579,0.9091072766664614
0.251,0.251,0.251,0.9384210526315789,0.9860654379936289
0.251,0.251,0.251,0.99,1.0929414581502481
0.251,0.251,0.376,0.01,0.6151097900186113
0.251,0.251,0.376,0.06157894736842105,0.5886805440019254
0.251,0.251,0.376,0.11315789473684211,0.5719534307540544
0.251,0.251,0.376,0.16473684210526315,0.5626275313892148
0.251,0.251,0.376,0.2163157894736842,0.5592037512697994
0.251,0.251,0.376,0.26789473684210524,0.5606971968783911
0.251,0.251,0.376,0.3194736842105263,0.5664673160883302
0.251,0.251,0.376,0.37105263157894736,0.57611535342568
0.251,0.251,0.376,0.4226315789473684,0.5894221667121333
0.251,0.251,0.376,0.47421052631578947,0.6063117100166693
0.251,0.251,0.376,0.5257894736842105,0.6268323089034058
0.251,0.251,0.376,0.5773684210526315,0.6511520833937636
0.251,0.251,0.376,0.6289473684210526,0.679568125743164
0.251,0.251,0.376,0.6805263157894736,0.712532616847438
0.251,0.251,0.376,0.7321052631578947,0.7507048497084288
0.251,0.251,0.376,0.7836842105263158,0.7950505206243159
0.251,0.251,0.376,0.8352631578947368,0.8470422917426386
0.251,0.251,0.376,0.8868421052631579,0.9091227633215775
0.251,0.251,0.376,0.9384210526315789,0.9860814148725945
0.251,0.251,0.376,0.99,1.092957830865788
0.251,0.251,0.501,0.01,0.6143333116379739
0.251,0.251,0.501,0.06157894736842105,0.5881863819347881
0.251,0.251,0.501,0.11315789473684211,0.5716356293206579
0.251,0.251,0.501,0.16473684210526315,0.5624222533184697
0.251,0.251,0.501,0.2163157894736842,0.5590715288884369
0.251,0.251,0.501,0.26789473684210524,0.56061309363505
0.251,0.251,0.501,0.3194736842105263,0.5664152857298279
0.251,0.251,0.501,0.37105263157894736,0.5760849101282299
0.251,0.251,0.501,0.4226315789473684,0.589406369029859
0.251,0.251,0.501,0.47421052631578947,0.6063059131000745
0.251,0.251,0.501,0.5257894736842105,0.6268333772382624
0.251,0.251,0.501,0.5773684210526315,0.6511578856807652
0.251,0.251,0.501,0.6289473684210526,0.679577206006512
0.251,0.251,0.501,0.6805263157894736,0.7125439775283602
0.251,0.251,0.501,0.7321052631578947,0.7507178070343552
0.251,0.251,0.501,0.7836842105263158,0.7950646073097709
0.251,0.251,0.501,0.8352631578947368,0.8470571911695277
0.251,0.251,0.501,0.8868421052631579,0.9091382651394668
0.251,0.251,0.501,0.9384210526315789,0.9860973861057349
0.251,0.251,0.501,0.99,1.0929742024309044
0.251,0.251,0.626,0.01,0.6136155850661784
0.251,0.251,0.626,0.06157894736842105,0.5877363609560571
0.251,0.251,0.626,0.11315789473684211,0.5713504367046451
0.251,0.251,0.626,0.16473684210526315,0.5622407889348753
0.251,0.251,0.626,0.2163157894736842,0.5589565393352305
0.251,0.251,0.626,0.26789473684210524,0.5605413561600212
0.251,0.251,0.626,0.3194736842105263,0.5663720499723608
0.251,0.251,0.626,0.37105263157894736,0.5760606574155887
0.251,0.251,0.626,0.4226315789473684,0.5893948742215191
0.251,0.251,0.626,0.47421052631578947,0.6063030594116277
0.251,0.251,0.626,0.5257894736842105,0.626836417280173
0.251,0.251,0.626,0.5773684210526315,0.6511649727845561
0.251,0.251,0.626,0.6289473684210526,0.6795870924888678
0.251,0.251,0.626,0.6805263157894736,0.712555817866475
0.251,0.251,0.626,0.7321052631578947,0.7507310280134076
0.251,0.251,0.626,0.7836842105263158,0.7950788215534401
0.251,0.251,0.626,0.8352631578947368,0.8470721392011877
0.251,0.251,0.626,0.8868421052631579,0.9091537766126336
0.251,0.251,0.626,0.9384210526315789,0.9861133546486034
0.251,0.251,0.626,0.99,1.0929905733999763
0.251,0.251,0.751,0.01,0.6129442202541835
0.251,0.251,0.751,0.06157894736842105,0.5873201039478135
0.251,0.251,0.751,0.11315789473684211,0.5710895997955094
0.251,0.251,0.751,0.16473684210526315,0.5620767735276493
0.251,0.251,0.751,0.2163157894736842,0.5588539766988034
0.251,0.251,0.751,0.26789473684210524,0.5604784149638924
0.251,0.251,0.751,0.3194736842105263,0.5663349962803246
0.251,0.251,0.751,0.37105263157894736,0.5760407109575585
0.251,0.251,0.751,0.4226315789473684,0.5893863448064098
0.251,0.251,0.751,0.47421052631578947,0.6063022173077308
0.251,0.251,0.751,0.5257894736842105,0.6268407949681483
0.251,0.251,0.751,0.5773684210526315,0.6511729258630852
0.251,0.251,0.751,0.6289473684210526,0.6795975193351178
0.251,0.251,0.751,0.6805263157894736,0.712567978258051
0.251,0.251,0.751,0.7321052631578947,0.7507444244176869
0.251,0.251,0.751,0.7836842105263158,0.7950931206850642
0.251,0.251,0.751,0.8352631578947368,0.8470871198445344
0.251,0.251,0.751,0.8868421052631579,0.9091692949267594
0.251,0.251,0.751,0.9384210526315789,0.9861293217191873
0.251,0.251,0.751,0.99,1.0930069440130668
0.251,0.251,0.876,0.01,0.6123107522349911
0.251,0.251,0.876,0.06157894736842105,0.586930851210588
0.251,0.251,0.876,0.11315789473684211,0.570847909874465
0.251,0.251,0.876,0.16473684210526315,0.5619262822692359
0.251,0.251,0.876,0.2163157894736842,0.5587609306421581
0.251,0.251,0.876,0.26789473684210524,0.5604221402332121
0.251,0.251,0.876,0.3194736842105263,0.5663025851515064
0.251,0.251,0.876,0.37105263157894736,0.5760239722223135
0.251,0.251,0.876,0.4226315789473684,0.5893800083346727
0.251,0.251,0.876,0.47421052631578947,0.606302853156071
0.251,0.251,0.876,0.5257894736842105,0.6268461497665472
0.251,0.251,0.876,0.5773684210526315,0.651181508284286
0.251,0.251,0.876,0.6289473684210526,0.6796083371771622
0.251,0.251,0.876,0.6805263157894736,0.7125803694376525
0.251,0.251,0.876,0.7321052631578947,0.7507579470566412
0.251,0.251,0.876,0.7836842105263158,0.795107480929194
0.251,0.251,0.876,0.8352631578947368,0.8471021241332202
0.251,0.251,0.876,0.8868421052631579,0.9091848184196021
0.251,0.251,0.876,0.9384210526315789,0.9861452879215777
0.251,0.251,0.876,0.99,1.0930233143946575
0.251,0.376,0.001,0.01,0.5530395435799562
0.251,0.376,0.001,0.06157894736842105,0.539786471342312
0.251,0.376,0.001,0.11315789473684211,0.5331948926842918
0.251,0.376,0.001,0.16473684210526315,0.5318883340337852
0.251,0.376,0.001,0.2163157894736842,0.5349776898187757
0.251,0.376,0.001,0.26789473684210524,0.5418943046623603
0.251,0.376,0.001,0.3194736842105263,0.5522906218333397
0.251,0.376,0.001,0.37105263157894736,0.565980348360335
0.251,0.376,0.001,0.4226315789473684,0.582903019268453
0.251,0.376,0.001,0.47421052631578947,0.6031047725342935
0.251,0.376,0.001,0.5257894736842105,0.6267311718059778
0.251,0.376,0.001,0.5773684210526315,0.6540306286782522
0.251,0.376,0.001,0.6289473684210526,0.6853693896916404
0.251,0.376,0.001,0.6805263157894736,0.7212621695210899
0.251,0.376,0.001,0.7321052631578947,0.7624280719199739
0.251,0.376,0.001,0.7836842105263158,0.8098938015315991
0.251,0.376,0.001,0.8352631578947368,0.8651990513730894
0.251,0.376,0.001,0.8868421052631579,0.93086698125345
0.251,0.376,0.001,0.9384210526315789,1.0117965183497333
0.251,0.376,0.001,0.99,1.123215083565284
0.251,0.376,0.126,0.01,0.5523840353344354
0.251,0.376,0.126,0.06157894736842105,0.5392844758014586
0.251,0.376,0.126,0.11315789473684211,0.5328131420241085
0.251,0.376,0.126,0.16473684210526315,0.5316014166462701
0.251,0.376,0.126,0.2163157894736842,0.5347658563690785
0.251,0.376,0.126,0.26789473684210524,0.5417419840902724
0.251,0.376,0.126,0.3194736842105263,0.5521853882246355
0.251,0.376,0.126,0.37105263157894736,0.5659121840749615
0.251,0.376,0.126,0.4226315789473684,0.5828637785882629
0.251,0.376,0.126,0.47421052631578947,0.6030877844654623
0.251,0.376,0.126,0.5257894736842105,0.6267309414626347
0.251,0.376,0.126,0.5773684210526315,0.6540426097322367
0.251,0.376,0.126,0.6289473684210526,0.6853898089210806
0.251,0.376,0.126,0.6805263157894736,0.7212878903631039
0.251,0.376,0.126,0.7321052631578947,0.7624564882271114
0.251,0.376,0.126,0.7836842105263158,0.8099227562162246
0.251,0.376,0.126,0.8352631578947368,0.8652267781267322
0.251,0.376,0.126,0.8868421052631579,0.9308920728027914
0.251,0.376,0.126,0.9384210526315789,1.0118179383746666
0.251,0.376,0.126,0.99,1.1232323107363023
0.251,0.376,0.251,0.01,0.5518389747486832
0.251,0.376,0.251,0.06157894736842105,0.5389191719298174
0.251,0.376,0.251,0.11315789473684211,0.5325692730304357
0.251,0.376,0.251,0.16473684210526315,0.5314404030690727
0.251,0.376,0.251,0.2163157894736842,0.534661761733652
0.251,0.376,0.251,0.26789473684210524,0.5416771483705194
0.251,0.376,0.251,0.3194736842105263,0.5521476670231045
