Complexity,Loss,Equation
1,0.020051958256891336,"0.6325939034728276"
3,0.005450098382045208,"(0.7825939085897691 - x1)"
4,0.004841185159616879,"exp(x1 / -0.31825907249320506)"
6,0.001905899035191124,"(exp(x1 / -0.17886207166869833) + x1)"
8,0.0019058990351911238,"(exp((x1 / -0.21782220181188075) - x1) + x1)"
10,0.0018477640961965338,"exp((x1 / ((x1 / -0.4886849701522671) - 0.15705056754550353)) - x1)"
11,0.0018252443082205317,"(exp((x1 / -0.21223526738916895) - (x1 / exp(x1))) + x1)"
12,0.0018052448173321895,"(exp((x1 / -0.21782220128860208) - (x1 / (0.7438566555452544 + x1))) + x1)"
14,0.0013289860987708577,"exp((x1 / (-0.4886849701522671 + (0.3038528594790117 - (x1 - 0.028725787164508666)))) - (0.17067590647071504 * x1))"
16,0.0013205010996864084,"exp((x1 / (-0.4886849701522671 + (0.3038528594790117 - (x1 - 0.028725787164508666)))) - (0.17067590647071504 * (x1 + 0.07781954455454355)))"
18,0.0013108140699904206,"exp((x1 / (-0.4886849701522671 + (0.3038528594790117 - (x1 - 0.028725787164508666)))) - (0.17067590647071504 * (x1 + (0.07781954455454355 * x1))))"
