1.00E-08,1.404736123,0.010283066,1.24E-06
0.001204829,1.222353498,0.21310712,1.80E-06
0.002409648,1.143056832,0.299961545,3.90E-07
0.003614468,1.084647456,0.36320267,5.40E-06
0.004819287,1.04263316,0.407492525,1.31E-05
0.006024106,1.014136411,0.43727242,2.94E-06
0.007228925,0.985842505,0.46718327,4.65E-06
0.008433745,0.962449201,0.491036648,1.43E-05
0.009638564,0.94322943,0.50871658,6.04E-06
0.010843383,0.92843911,0.522930191,2.56E-06
0.012048202,0.911439064,0.540286495,7.68E-06
0.013253022,0.900734581,0.549412967,1.33E-05
0.014457841,0.888832298,0.559810873,1.79E-05
0.01566266,0.880758359,0.566010879,4.82E-06
0.016867479,0.871095843,0.574252571,4.25E-05
0.018072299,0.862129315,0.582144441,4.04E-05
0.019277118,0.85620864,0.584820894,9.78E-05
0.020481937,0.8478339,0.592383291,7.10E-05
0.021686756,0.840931588,0.597778145,5.51E-05
0.022891576,0.835972896,0.600618318,1.38E-05
0.024096395,0.829493618,0.605191331,0.000127261
0.025301214,0.82437729,0.608260673,0.000267587
0.026506033,0.819573448,0.610689186,0.000308952
0.027710852,0.813281676,0.615121314,0.000328077
0.028915672,0.809515659,0.616869896,0.000467129
0.030120491,0.804883487,0.618985783,0.000660559
0.03132531,0.801257471,0.6204113,0.000934402
0.032530129,0.797529831,0.621740484,0.001096876
0.033734949,0.792892391,0.624714631,0.001308015
0.034939768,0.790037738,0.625041597,0.001624084
0.036144587,0.785926311,0.626446203,0.002143665
0.037349406,0.782341878,0.627881603,0.00246621
0.038554226,0.778731724,0.62946707,0.002749742
0.039759045,0.77490357,0.631059974,0.003524881
0.040963864,0.772098931,0.630825851,0.004330938
0.042168683,0.768902402,0.63188651,0.004588492
0.043373503,0.765928437,0.632676964,0.005297435
0.044578322,0.763151376,0.632333349,0.006319092
0.045783141,0.760877718,0.632375065,0.006602967
0.04698796,0.757724898,0.63290646,0.007644308
0.048192779,0.7530116,0.635080955,0.008246881
0.049397599,0.751861565,0.634210426,0.008650034
0.050602418,0.748845405,0.633899224,0.009697966
