N,delta_opt,bounded_subgrad,minimax_rate
2,0.0,0.4082482596208473,0.4082482904638631
3,0.0,0.35355334796664745,0.35355339059327373
4,0.0,0.316227705735613,0.31622776601683794
5,0.0,0.28867504107694025,0.2886751345948129
6,0.0,0.2672611779053707,0.2672612419124244
7,0.0,0.24999992774302404,0.25
8,0.0,0.23570220145917728,0.23570226039551587
9,0.0,0.22360675034361627,0.22360679774997896
10,0.0,0.21320065900239676,0.21320071635561041
