N,delta_opt,bounded_subgrad,minimax_rate
2,0.0,0.4330126798207871,0.5773502691896258
3,0.0,0.37499994095550293,0.5
4,0.0,0.3354101536992296,0.4472135954999579
5,0.0,0.3061861576789836,0.4082482904638631
6,0.0,0.2834733366972123,0.37796447300922725
7,0.0,0.2651650101420618,0.3535533905932738
8,0.0,0.24999996724484866,0.33333333333333337
9,0.0,0.23717073073211536,0.31622776601683794
10,0.0,0.22613348235802772,0.30151134457776363
