k1,k2,k3,p,r,value
0.22,0.85,0.22,0.78,0.12359550561797751,0.8057849169129483
0.22,0.85,0.22,0.85,0.08108108108108109,0.7091882688819222
0.22,0.85,0.22,0.92,0.04166666666666665,0.6159452608177003
0.22,0.85,0.22,0.99,0.005025125628140708,0.5183444156764567
0.22,0.85,0.29,0.01,0.9801980198019802,2.1243813812649313
0.22,0.85,0.29,0.08,0.8518518518518519,2.0318669724951093
0.22,0.85,0.29,0.15,0.7391304347826088,1.9154829258453132
0.22,0.85,0.29,0.22,0.639344262295082,1.7858297111503711
0.22,0.85,0.29,0.29,0.5503875968992248,1.6504359051445094
0.22,0.85,0.29,0.36,0.4705882352941177,1.5144720661524707
0.22,0.85,0.29,0.43,0.39860139860139865,1.3813577020026706
0.22,0.85,0.29,0.5,0.3333333333333333,1.253235802843153
0.22,0.85,0.29,0.57,0.2738853503184714,1.1313253157227585
0.22,0.85,0.29,0.64,0.2195121951219512,1.0161703196637664
0.22,0.85,0.29,0.71,0.16959064327485382,0.9077995722821153
0.22,0.85,0.29,0.78,0.12359550561797751,0.8057923290615725
0.22,0.85,0.29,0.85,0.08108108108108109,0.709191657648486
0.22,0.85,0.29,0.92,0.04166666666666665,0.6159464611325176
0.22,0.85,0.29,0.99,0.005025125628140708,0.5183445125971635
0.22,0.85,0.36,0.01,0.9801980198019802,2.1261537254185754
0.22,0.85,0.36,0.08,0.8518518518518519,2.0330501216067605
0.22,0.85,0.36,0.15,0.7391304347826088,1.9162526957751753
0.22,0.85,0.36,0.22,0.639344262295082,1.7863199279838264
0.22,0.85,0.36,0.29,0.5503875968992248,1.6507422877315783
0.22,0.85,0.36,0.36,0.4705882352941177,1.514660223414249
0.22,0.85,0.36,0.43,0.39860139860139865,1.381471232221311
0.22,0.85,0.36,0.5,0.3333333333333333,1.253302998818965
0.22,0.85,0.36,0.57,0.2738853503184714,1.1313641917491801
0.22,0.85,0.36,0.64,0.2195121951219512,1.016192162812653
0.22,0.85,0.36,0.71,0.16959064327485382,0.9078113537118249
0.22,0.85,0.36,0.78,0.12359550561797751,0.8057982956374561
0.22,0.85,0.36,0.85,0.08108108108108109,0.7091943605401649
0.22,0.85,0.36,0.92,0.04166666666666665,0.6159474100032369
0.22,0.85,0.36,0.99,0.005025125628140708,0.5183445885502431
0.22,0.85,0.43,0.01,0.9801980198019802,2.1278358246129274
0.22,0.85,0.43,0.08,0.8518518518518519,2.034153854692998
0.22,0.85,0.43,0.15,0.7391304347826088,1.916959981490793
0.22,0.85,0.43,0.22,0.639344262295082,1.7867642983431695
0.22,0.85,0.43,0.29,0.5503875968992248,1.6510166497960768
0.22,0.85,0.43,0.36,0.4705882352941177,1.5148268558621627
0.22,0.85,0.43,0.43,0.39860139860139865,1.3815707544198323
0.22,0.85,0.43,0.5,0.3333333333333333,1.253361349239757
0.22,0.85,0.43,0.57,0.2738853503184714,1.13139765283079
0.22,0.85,0.43,0.64,0.2195121951219512,1.016210807196122
0.22,0.85,0.43,0.71,0.16959064327485382,0.9078213303123199
0.22,0.85,0.43,0.78,0.12359550561797751,0.8058033098758624
0.22,0.85,0.43,0.85,0.08108108108108109,0.7091966153965283
0.22,0.85,0.43,0.92,0.04166666666666665,0.6159481959613524
0.22,0.85,0.43,0.99,0.005025125628140708,0.5183446510260685
0.22,0.85,0.5,0.01,0.9801980198019802,2.1294416663832445
0.22,0.85,0.5,0.08,0.8518518518518519,2.035193258610236
0.22,0.85,0.5,0.15,0.7391304347826088,1.9176180198042125
0.22,0.85,0.5,0.22,0.639344262295082,1.7871732537368477
0.22,0.85,0.5,0.29,0.5503875968992248,1.6512666668314777
0.22,0.85,0.5,0.36,0.4705882352941177,1.5149773370575161
0.22,0.85,0.5,0.43,0.39860139860139865,1.3816598835053648
0.22,0.85,0.5,0.5,0.3333333333333333,1.2534132015920276
0.22,0.85,0.5,0.57,0.2738853503184714,1.131427171355584
0.22,0.85,0.5,0.64,0.2195121951219512,1.0162271415556692
0.22,0.85,0.5,0.71,0.16959064327485382,0.9078300134155959
0.22,0.85,0.5,0.78,0.12359550561797751,0.8058076464726871
0.22,0.85,0.5,0.85,0.08108108108108109,0.7091985536322722
0.22,0.85,0.5,0.92,0.04166666666666665,0.6159488675523024
0.22,0.85,0.5,0.99,0.005025125628140708,0.5183447041015925
0.22,0.85,0.57,0.01,0.9801980198019802,2.130981883323943
0.22,0.85,0.57,0.08,0.8518518518518519,2.036179042333673
0.22,0.85,0.57,0.15,0.7391304347826088,1.9182358813444864
0.22,0.85,0.57,0.22,0.639344262295082,1.787553778951386
0.22,0.85,0.57,0.29,0.5503875968992248,1.6514973908533737
0.22,0.85,0.57,0.36,0.4705882352941177,1.5151151559691334
0.22,0.85,0.57,0.43,0.39860139860139865,1.3817409400575178
0.22,0.85,0.57,0.5,0.3333333333333333,1.2534600481484812
0.22,0.85,0.57,0.57,0.2738853503184714,1.1314536752233084
0.22,0.85,0.57,0.64,0.2195121951219512,1.016241721597058
0.22,0.85,0.57,0.71,0.16959064327485382,0.907837720435964
0.22,0.85,0.57,0.78,0.12359550561797751,0.8058114747930754
0.22,0.85,0.57,0.85,0.08108108108108109,0.7092002557493888
0.22,0.85,0.57,0.92,0.04166666666666665,0.6159494543292645
0.22,0.85,0.57,0.99,0.005025125628140708,0.5183447502437262
0.22,0.85,0.64,0.01,0.9801980198019802,2.132464797745066
0.22,0.85,0.64,0.08,0.8518518518518519,2.037119164639016
0.22,0.85,0.64,0.15,0.7391304347826088,1.9188201203485544
0.22,0.85,0.64,0.22,0.639344262295082,1.7879108267392665
0.22,0.85,0.64,0.29,0.5503875968992248,1.651712353879799
0.22,0.85,0.64,0.36,0.4705882352941177,1.5152427244069324
0.22,0.85,0.64,0.43,0.39860139860139865,1.3818155130938568
0.22,0.85,0.64,0.5,0.3333333333333333,1.2535029023997142
0.22,0.85,0.64,0.57,0.2738853503184714,1.1314777900514308
0.22,0.85,0.64,0.64,0.2195121951219512,1.0162549195234774
0.22,0.85,0.64,0.71,0.16959064327485382,0.9078446626758678
0.22,0.85,0.64,0.78,0.12359550561797751,0.8058149069367566
0.22,0.85,0.64,0.85,0.08108108108108109,0.7092017747394448
0.22,0.85,0.64,0.92,0.04166666666666665,0.6159499756435118
0.22,0.85,0.64,0.99,0.005025125628140708,0.5183447910595325
0.22,0.85,0.71,0.01,0.9801980198019802,2.133897076831367
0.22,0.85,0.71,0.08,0.8518518518518519,2.0380197478154436
0.22,0.85,0.71,0.15,0.7391304347826088,1.9193756637264894
0.22,0.85,0.71,0.22,0.639344262295082,1.788248061878586
0.22,0.85,0.71,0.29,0.5503875968992248,1.6519141383912395
0.22,0.85,0.71,0.36,0.4705882352941177,1.5153617888983204
0.22,0.85,0.71,0.43,0.39860139860139865,1.3818847440236315
0.22,0.85,0.71,0.5,0.3333333333333333,1.2535424872377172
0.22,0.85,0.71,0.57,0.2738853503184714,1.1314999592809043
0.22,0.85,0.71,0.64,0.2195121951219512,1.0162669976506167
0.22,0.85,0.71,0.71,0.16959064327485382,0.9078509882665395
0.22,0.85,0.71,0.78,0.12359550561797751,0.8058180210988266
0.22,0.85,0.71,0.85,0.08108108108108109,0.7092031473912033
0.22,0.85,0.71,0.92,0.04166666666666665,0.6159504448679209
0.22,0.85,0.71,0.99,0.005025125628140708,0.5183448276546361
0.22,0.85,0.78,0.01,0.9801980198019802,2.1352841643637106
0.22,0.85,0.78,0.08,0.8518518518518519,2.038885630016793
0.22,0.85,0.78,0.15,0.7391304347826088,1.9199063305255057
0.22,0.85,0.78,0.22,0.639344262295082,1.788568287113117
0.22,0.85,0.78,0.29,0.5503875968992248,1.6521046991817263
0.22,0.85,0.78,0.36,0.4705882352941177,1.5154736604644041
0.22,0.85,0.78,0.43,0.39860139860139865,1.3819494836034734
0.22,0.85,0.78,0.5,0.3333333333333333,1.2535793381619698
0.22,0.85,0.78,0.57,0.2738853503184714,1.131520509594469
0.22,0.85,0.78,0.64,0.2195121951219512,1.0162781482559406
0.22,0.85,0.78,0.71,0.16959064327485382,0.9078568052818867
0.22,0.85,0.78,0.78,0.12359550561797751,0.8058208740780617
0.22,0.85,0.78,0.85,0.08108108108108109,0.7092044003146305
0.22,0.85,0.78,0.92,0.04166666666666665,0.6159508716360222
0.22,0.85,0.78,0.99,0.005025125628140708,0.5183448608222985
0.22,0.85,0.85,0.01,0.9801980198019802,2.136630576464313
0.22,0.85,0.85,0.08,0.8518518518518519,2.039720718462262
0.22,0.85,0.85,0.15,0.7391304347826088,1.9204151546516774
0.22,0.85,0.85,0.22,0.639344262295082,1.7888737031674307
0.22,0.85,0.85,0.29,0.5503875968992248,1.6522855573900106
0.22,0.85,0.85,0.36,0.4705882352941177,1.5155793518004845
0.22,0.85,0.85,0.43,0.39860139860139865,1.3820103848982201
0.22,0.85,0.85,0.5,0.3333333333333333,1.2536138639901857
0.22,0.85,0.85,0.57,0.2738853503184714,1.1315396891697773
0.22,0.85,0.85,0.64,0.2195121951219512,1.0162885167554094
0.22,0.85,0.85,0.71,0.16959064327485382,0.9078621951147929
0.22,0.85,0.85,0.78,0.12359550561797751,0.8058235084822294
0.22,0.85,0.85,0.85,0.08108108108108109,0.7092055533960808
0.22,0.85,0.85,0.92,0.04166666666666665,0.6159512631210755
0.22,0.85,0.85,0.99,0.005025125628140708,0.5183448911511961
0.22,0.85,0.92,0.01,0.9801980198019802,2.1379401106918987
0.22,0.85,0.92,0.08,0.8518518518518519,2.040528225511271
0.22,0.85,0.92,0.15,0.7391304347826088,1.9209045952898327
0.22,0.85,0.92,0.22,0.639344262295082,1.7891660757087244
0.22,0.85,0.92,0.29,0.5503875968992248,1.65245792373221
0.22,0.85,0.92,0.36,0.4705882352941177,1.5156796636611336
0.22,0.85,0.92,0.43,0.39860139860139865,1.3820679614087288
0.22,0.85,0.92,0.5,0.3333333333333333,1.2536463845934316
0.22,0.85,0.92,0.57,0.2738853503184714,1.1315576913297116
0.22,0.85,0.92,0.64,0.2195121951219512,1.0162982159645741
0.22,0.85,0.92,0.71,0.16959064327485382,0.9078672206724465
0.22,0.85,0.92,0.78,0.12359550561797751,0.8058259571245232
0.22,0.85,0.92,0.85,0.08108108108108109,0.7092066218981548
0.22,0.85,0.92,0.92,0.04166666666666665,0.6159516248102763
0.22,0.85,0.92,0.99,0.005025125628140708,0.5183449190900853
0.22,0.85,0.99,0.01,0.9801980198019802,2.139215997819873
0.22,0.85,0.99,0.08,0.8518518518518519,2.0413108322178495
0.22,0.85,0.99,0.15,0.7391304347826088,1.9213766795717655
0.22,0.85,0.99,0.22,0.639344262295082,1.78944684703547
0.22,0.85,0.99,0.29,0.5503875968992248,1.6526227801413702
0.22,0.85,0.99,0.36,0.4705882352941177,1.515775241653694
0.22,0.85,0.99,0.43,0.39860139860139865,1.38212262504904
0.22,0.85,0.99,0.5,0.3333333333333333,1.2536771554170674
0.22,0.85,0.99,0.57,0.2738853503184714,1.13157466983874
0.22,0.85,0.99,0.64,0.2195121951219512,1.0163073352825305
0.22,0.85,0.99,0.71,0.16959064327485382,0.9078719316326147
0.22,0.85,0.99,0.78,0.12359550561797751,0.80582824583293
0.22,0.85,0.99,0.85,0.08108108108108109,0.7092076177967588
0.22,0.85,0.99,0.92,0.04166666666666665,0.615951960996155
0.22,0.85,0.99,0.99,0.005025125628140708,0.5183449449890312
0.22,0.92,0.01,0.01,0.9801980198019802,2.2502806605666175
0.22,0.92,0.01,0.08,0.8518518518518519,2.1324789301033773
0.22,0.92,0.01,0.15,0.7391304347826088,1.9947351211068485
0.22,0.92,0.01,0.22,0.639344262295082,1.84747120383763
0.22,0.92,0.01,0.29,0.5503875968992248,1.6978021907791678
0.22,0.92,0.01,0.36,0.4705882352941177,1.5504122097764999
0.22,0.92,0.01,0.43,0.39860139860139865,1.4082439287542572
0.22,0.92,0.01,0.5,0.3333333333333333,1.273010214554815
0.22,0.92,0.01,0.57,0.2738853503184714,1.1455594358472547
0.22,0.92,0.01,0.64,0.2195121951219512,1.026125263737236
0.22,0.92,0.01,0.71,0.16959064327485382,0.9144812994373233
0.22,0.92,0.01,0.78,0.12359550561797751,0.8099999797187531
0.22,0.92,0.01,0.85,0.08108108108108109,0.7115588812410363
0.22,0.92,0.01,0.92,0.04166666666666665,0.616976959370878
0.22,0.92,0.01,0.99,0.005025125628140708,0.5184466180458958
0.22,0.92,0.08,0.01,0.9801980198019802,2.252791524505774
0.22,0.92,0.08,0.08,0.8518518518518519,2.134620999057468
0.22,0.92,0.08,0.15,0.7391304347826088,1.9964624690893782
0.22,0.92,0.08,0.22,0.639344262295082,1.8488004693228381
0.22,0.92,0.08,0.29,0.5503875968992248,1.6987850705277934
0.22,0.92,0.08,0.36,0.4705882352941177,1.551113811305152
0.22,0.92,0.08,0.43,0.39860139860139865,1.4087287866426976
0.22,0.92,0.08,0.5,0.3333333333333333,1.27333491389565
0.22,0.92,0.08,0.57,0.2738853503184714,1.1457698692667062
0.22,0.92,0.08,0.64,0.2195121951219512,1.0262566465099852
0.22,0.92,0.08,0.71,0.16959064327485382,0.9145595405767706
0.22,0.92,0.08,0.78,0.12359550561797751,0.8100435137540964
0.22,0.92,0.08,0.85,0.08108108108108109,0.7115804680340658
0.22,0.92,0.08,0.92,0.04166666666666665,0.616985232349001
0.22,0.92,0.08,0.99,0.005025125628140708,0.5184473396625835
0.22,0.92,0.15,0.01,0.9801980198019802,2.255032377205488
0.22,0.92,0.15,0.08,0.8518518518518519,2.1362869038291787
0.22,0.92,0.15,0.15,0.7391304347826088,1.9976517450646583
0.22,0.92,0.15,0.22,0.639344262295082,1.8496218426280544
0.22,0.92,0.15,0.29,0.5503875968992248,1.699336625484273
0.22,0.92,0.15,0.36,0.4705882352941177,1.551475014198762
0.22,0.92,0.15,0.43,0.39860139860139865,1.4089597843076405
0.22,0.92,0.15,0.5,0.3333333333333333,1.2734791162124939
0.22,0.92,0.15,0.57,0.2738853503184714,1.1458575140264076
0.22,0.92,0.15,0.64,0.2195121951219512,1.0263082168948596
0.22,0.92,0.15,0.71,0.16959064327485382,0.914588596572032
0.22,0.92,0.15,0.78,0.12359550561797751,0.8100588551367496
0.22,0.92,0.15,0.85,0.08108108108108109,0.7115877026391617
0.22,0.92,0.15,0.92,0.04166666666666665,0.6169878732168717
0.22,0.92,0.15,0.99,0.005025125628140708,0.5184475592848994
0.22,0.92,0.22,0.01,0.9801980198019802,2.2570914367970563
0.22,0.92,0.22,0.08,0.8518518518518519,2.137735505618581
0.22,0.92,0.22,0.15,0.7391304347826088,1.9986380901221805
0.22,0.92,0.22,0.22,0.639344262295082,1.850275643378879
0.22,0.92,0.22,0.29,0.5503875968992248,1.6997601032830012
0.22,0.92,0.22,0.36,0.4705882352941177,1.5517436046980322
0.22,0.92,0.22,0.43,0.39860139860139865,1.4091266900037027
0.22,0.92,0.22,0.5,0.3333333333333333,1.273580627693491
0.22,0.92,0.22,0.57,0.2738853503184714,1.1459177533484066
0.22,0.92,0.22,0.64,0.2195121951219512,1.0263428835568154
0.22,0.92,0.22,0.71,0.16959064327485382,0.9146077257626675
0.22,0.92,0.22,0.78,0.12359550561797751,0.8100687574636818
0.22,0.92,0.22,0.85,0.08108108108108109,0.7115922846411458
0.22,0.92,0.22,0.92,0.04166666666666665,0.6169895154033971
0.22,0.92,0.22,0.99,0.005025125628140708,0.5184476934326805
0.22,0.92,0.29,0.01,0.9801980198019802,2.259012235800209
0.22,0.92,0.29,0.08,0.8518518518518519,2.1390426493411603
0.22,0.92,0.29,0.15,0.7391304347826088,1.9995029336806596
0.22,0.92,0.29,0.22,0.639344262295082,1.8508346892318288
0.22,0.92,0.29,0.29,0.5503875968992248,1.7001142424727531
0.22,0.92,0.29,0.36,0.4705882352941177,1.5519637873599628
0.22,0.92,0.29,0.43,0.39860139860139865,1.4092610687182212
0.22,0.92,0.29,0.5,0.3333333333333333,1.2736610183578279
0.22,0.92,0.29,0.57,0.2738853503184714,1.145964736287505
0.22,0.92,0.29,0.64,0.2195121951219512,1.0263695384044578
0.22,0.92,0.29,0.71,0.16959064327485382,0.9146222372743096
0.22,0.92,0.29,0.78,0.12359550561797751,0.8100761736545841
0.22,0.92,0.29,0.85,0.08108108108108109,0.7115956741935459
0.22,0.92,0.29,0.92,0.04166666666666665,0.6169907157853518
0.22,0.92,0.29,0.99,0.005025125628140708,0.5184477903533355
0.22,0.92,0.36,0.01,0.9801980198019802,2.2608224133603745
0.22,0.92,0.36,0.08,0.8518518518518519,2.1402463902513045
0.22,0.92,0.36,0.15,0.7391304347826088,2.0002834941674985
0.22,0.92,0.36,0.22,0.639344262295082,1.851330366082502
0.22,0.92,0.36,0.29,0.5503875968992248,1.7004232936683517
0.22,0.92,0.36,0.36,0.4705882352941177,1.5521532017875952
0.22,0.92,0.36,0.43,0.39860139860139865,1.4093751670352308
0.22,0.92,0.36,0.5,0.3333333333333333,1.273728458558283
0.22,0.92,0.36,0.57,0.2738853503184714,1.1460037108785688
0.22,0.92,0.36,0.64,0.2195121951219512,1.0263914181023783
0.22,0.92,0.36,0.71,0.16959064327485382,0.9146340307078908
0.22,0.92,0.36,0.78,0.12359550561797751,0.8100821434897312
0.22,0.92,0.36,0.85,0.08108108108108109,0.7115983777127446
0.22,0.92,0.36,0.92,0.04166666666666665,0.6169916647091824
0.22,0.92,0.36,0.99,0.005025125628140708,0.5184478663063441
0.22,0.92,0.43,0.01,0.9801980198019802,2.2625411641326547
0.22,0.92,0.43,0.08,0.8518518518518519,2.1413696442926415
0.22,0.92,0.43,0.15,0.7391304347826088,2.001000821267005
0.22,0.92,0.43,0.22,0.639344262295082,1.8517797359266002
0.22,0.92,0.43,0.29,0.5503875968992248,1.7007000646030779
0.22,0.92,0.43,0.36,0.4705882352941177,1.5523209546301722
0.22,0.92,0.43,0.43,0.39860139860139865,1.4094751897077442
0.22,0.92,0.43,0.5,0.3333333333333333,1.2737870218718585
0.22,0.92,0.43,0.57,0.2738853503184714,1.1460372570474373
0.22,0.92,0.43,0.64,0.2195121951219512,1.0264100937529523
0.22,0.92,0.43,0.71,0.16959064327485382,0.9146440174906596
0.22,0.92,0.43,0.78,0.12359550561797751,0.8100871604706907
0.22,0.92,0.43,0.85,0.08108108108108109,0.7116006330931683
0.22,0.92,0.43,0.92,0.04166666666666665,0.6169924507113573
0.22,0.92,0.43,0.99,0.005025125628140708,0.5184479287821442
0.22,0.92,0.5,0.01,0.9801980198019802,2.2641825590013633
0.22,0.92,0.5,0.08,0.8518518518518519,2.142427665483215
0.22,0.92,0.5,0.15,0.7391304347826088,2.0016682965114496
0.22,0.92,0.5,0.22,0.639344262295082,1.8521933295893724
0.22,0.92,0.5,0.29,0.5503875968992248,1.7009522909160824
0.22,0.92,0.5,0.36,0.4705882352941177,1.5524724527981864
0.22,0.92,0.5,0.43,0.39860139860139865,1.4095647688076616
0.22,0.92,0.5,0.5,0.3333333333333333,1.2738390640027806
0.22,0.92,0.5,0.57,0.2738853503184714,1.1460668508160383
0.22,0.92,0.5,0.64,0.2195121951219512,1.0264264555563702
0.22,0.92,0.5,0.71,0.16959064327485382,0.9146527094685579
0.22,0.92,0.5,0.78,0.12359550561797751,0.8100914994419468
0.22,0.92,0.5,0.85,0.08108108108108109,0.7116025717797325
0.22,0.92,0.5,0.92,0.04166666666666665,0.6169931223399647
0.22,0.92,0.5,0.99,0.005025125628140708,0.5184479818576322
0.22,0.92,0.57,0.01,0.9801980198019802,2.265757313596307
0.22,0.92,0.57,0.08,0.8518518518518519,2.143431287664729
0.22,0.92,0.57,0.15,0.7391304347826088,2.0022950921332665
0.22,0.92,0.57,0.22,0.639344262295082,1.8525781993626245
0.22,0.92,0.57,0.29,0.5503875968992248,1.7011850646221376
0.22,0.92,0.57,0.36,0.4705882352941177,1.55261120707591
0.22,0.92,0.57,0.43,0.39860139860139865,1.409646235994522
0.22,0.92,0.57,0.5,0.3333333333333333,1.2738860824690885
0.22,0.92,0.57,0.57,0.2738853503184714,1.146093422381191
0.22,0.92,0.57,0.64,0.2195121951219512,1.0264410601325409
0.22,0.92,0.57,0.71,0.16959064327485382,0.9146604243753247
0.22,0.92,0.57,0.78,0.12359550561797751,0.8100953298604159
0.22,0.92,0.57,0.85,0.08108108108108109,0.7116042742930522
0.22,0.92,0.57,0.92,0.04166666666666665,0.6169937091498174
0.22,0.92,0.57,0.99,0.005025125628140708,0.5184480279997292
0.22,0.92,0.64,0.01,0.9801980198019802,2.267273828188669
0.22,0.92,0.64,0.08,0.8518518518518519,2.1443885666007345
0.22,0.92,0.64,0.15,0.7391304347826088,2.0028878373767434
0.22,0.92,0.64,0.22,0.639344262295082,1.85293934649843
0.22,0.92,0.64,0.29,0.5503875968992248,1.7014019459552339
0.22,0.92,0.64,0.36,0.4705882352941177,1.5527396444506527
0.22,0.92,0.64,0.43,0.39860139860139865,1.4097211879084615
0.22,0.92,0.64,0.5,0.3333333333333333,1.2739290943361405
0.22,0.92,0.64,0.57,0.2738853503184714,1.146117598913043
0.22,0.92,0.64,0.64,0.2195121951219512,1.0264542802981476
0.22,0.92,0.64,0.71,0.16959064327485382,0.9146673737263726
0.22,0.92,0.64,0.78,0.12359550561797751,0.8100987638865216
0.22,0.92,0.64,0.85,0.08108108108108109,0.7116057936369087
0.22,0.92,0.64,0.92,0.04166666666666665,0.6169942304933635
0.22,0.92,0.64,0.99,0.005025125628140708,0.5184480688155195
0.22,0.92,0.71,0.01,0.9801980198019802,2.268738841248461
0.22,0.92,0.71,0.08,0.8518518518518519,2.145305702089771
0.22,0.92,0.71,0.15,0.7391304347826088,2.0034515166172113
0.22,0.92,0.71,0.22,0.639344262295082,1.853280472081801
0.22,0.92,0.71,0.29,0.5503875968992248,1.7016055381891189
0.22,0.92,0.71,0.36,0.4705882352941177,1.5528595225022572
0.22,0.92,0.71,0.43,0.39860139860139865,1.4097907714564402
0.22,0.92,0.71,0.5,0.3333333333333333,1.2739688250533199
0.22,0.92,0.71,0.57,0.2738853503184714,1.1461398249556556
0.22,0.92,0.71,0.64,0.2195121951219512,1.0264663788017838
0.22,0.92,0.71,0.71,0.16959064327485382,0.9146737058025702
0.22,0.92,0.71,0.78,0.12359550561797751,0.810101879757827
0.22,0.92,0.71,0.85,0.08108108108108109,0.7116071666085579
0.22,0.92,0.71,0.92,0.04166666666666665,0.6169946997441182
0.22,0.92,0.71,0.99,0.005025125628140708,0.5184481054105756
0.22,0.92,0.78,0.01,0.9801980198019802,2.270157860949233
0.22,0.92,0.78,0.08,0.8518518518518519,2.1461875955990752
0.22,0.92,0.78,0.15,0.7391304347826088,2.0039899942042503
0.22,0.92,0.78,0.22,0.639344262295082,1.8536044069126731
0.22,0.92,0.78,0.29,0.5503875968992248,1.7017978119678183
0.22,0.92,0.78,0.36,0.4705882352941177,1.552972160589409
0.22,0.92,0.78,0.43,0.39860139860139865,1.409855841507981
0.22,0.92,0.78,0.5,0.3333333333333333,1.2740058120197517
0.22,0.92,0.78,0.57,0.2738853503184714,1.1461604280058442
0.22,0.92,0.78,0.64,0.2195121951219512,1.0264775482388782
0.22,0.92,0.78,0.71,0.16959064327485382,0.9146795287868343
0.22,0.92,0.78,0.78,0.12359550561797751,0.8101047343039389
0.22,0.92,0.78,0.85,0.08108108108108109,0.7116084198241128
0.22,0.92,0.78,0.92,0.04166666666666665,0.6169951265361808
0.22,0.92,0.78,0.99,0.005025125628140708,0.5184481385782329
0.22,0.92,0.85,0.01,0.9801980198019802,2.2715354612789396
0.22,0.92,0.85,0.08,0.8518518518518519,2.1470382069776175
0.22,0.92,0.85,0.15,0.7391304347826088,2.004506340581095
0.22,0.92,0.85,0.22,0.639344262295082,1.8539133739518379
0.22,0.92,0.85,0.29,0.5503875968992248,1.701980300841095
0.22,0.92,0.85,0.36,0.4705882352941177,1.5530785778765033
0.22,0.92,0.85,0.43,0.39860139860139865,1.4099170542948718
0.22,0.92,0.85,0.5,0.3333333333333333,1.2740404655066726
0.22,0.92,0.85,0.57,0.2738853503184714,1.1461796568607934
0.22,0.92,0.85,0.64,0.2195121951219512,1.026487934266036
0.22,0.92,0.85,0.71,0.16959064327485382,0.9146849241544359
0.22,0.92,0.85,0.78,0.12359550561797751,0.8101073701557846
0.22,0.92,0.85,0.85,0.08108108108108109,0.7116095731745267
0.22,0.92,0.85,0.92,0.04166666666666665,0.6169955180432649
0.22,0.92,0.85,0.99,0.005025125628140708,0.5184481689070826
0.22,0.92,0.92,0.01,0.9801980198019802,2.2728754917214697
0.22,0.92,0.92,0.08,0.8518518518518519,2.147860792967247
0.22,0.92,0.92,0.15,0.7391304347826088,2.0050030449523835
0.22,0.92,0.92,0.22,0.639344262295082,1.8542091568575838
0.22,0.92,0.92,0.29,0.5503875968992248,1.702154225460152
0.22,0.92,0.92,0.36,0.4705882352941177,1.5531795802537953
0.22,0.92,0.92,0.43,0.39860139860139865,1.4099749258155398
0.22,0.92,0.92,0.5,0.3333333333333333,1.2740731065247957
0.22,0.92,0.92,0.57,0.2738853503184714,1.1461977053269061
0.22,0.92,0.92,0.64,0.2195121951219512,1.0264976498857643
0.22,0.92,0.92,0.71,0.16959064327485382,0.9146899548761782
0.22,0.92,0.92,0.78,0.12359550561797751,0.8101098201443824
0.22,0.92,0.92,0.85,0.08108108108108109,0.7116106419259474
0.22,0.92,0.92,0.92,0.04166666666666665,0.6169958797527917
0.22,0.92,0.92,0.99,0.005025125628140708,0.5184481968459764
0.22,0.92,0.99,0.01,0.9801980198019802,2.274181229671033
0.22,0.92,0.99,0.08,0.8518518518518519,2.1486580725049365
0.22,0.92,0.99,0.15,0.7391304347826088,2.0054821595009713
0.22,0.92,0.99,0.22,0.639344262295082,1.8544932127371965
0.22,0.92,0.99,0.29,0.5503875968992248,1.702320575856989
0.22,0.92,0.99,0.36,0.4705882352941177,1.553275817484697
0.22,0.92,0.99,0.43,0.39860139860139865,1.4100298699929281
0.22,0.92,0.99,0.5,0.3333333333333333,1.2741039914315309
0.22,0.92,0.99,0.57,0.2738853503184714,1.1462147275536418
0.22,0.92,0.99,0.64,0.2195121951219512,1.0265067846454756
0.22,0.92,0.99,0.71,0.16959064327485382,0.9146946706802046
0.22,0.92,0.99,0.78,0.12359550561797751,0.8101121101117594
0.22,0.92,0.99,0.85,0.08108108108108109,0.7116116380570516
0.22,0.92,0.99,0.92,0.04166666666666665,0.6169962159575735
0.22,0.92,0.99,0.99,0.005025125628140708,0.5184482227449037
0.22,0.99,0.01,0.01,0.9801980198019802,2.384540900669343
0.22,0.99,0.01,0.08,0.8518518518518519,2.238348261633722
0.22,0.99,0.01,0.15,0.7391304347826088,2.0770408793561206
0.22,0.99,0.01,0.22,0.639344262295082,1.9106800854996973
0.22,0.99,0.01,0.29,0.5503875968992248,1.7457891484741008
0.22,0.99,0.01,0.36,0.4705882352941177,1.5864122670094138
0.22,0.99,0.01,0.43,0.39860139860139865,1.4348929297517241
0.22,0.99,0.01,0.5,0.3333333333333333,1.2924216991831656
0.22,0.99,0.01,0.57,0.2738853503184714,1.1594100090482007
0.22,0.99,0.01,0.64,0.2195121951219512,1.0357352767063932
0.22,0.99,0.01,0.71,0.16959064327485382,0.9208855293808682
0.22,0.99,0.01,0.78,0.12359550561797751,0.8140070686931882
0.22,0.99,0.01,0.85,0.08108108108108109,0.713800326073081
0.22,0.99,0.01,0.92,0.04166666666666665,0.617947678165859
0.22,0.99,0.01,0.99,0.005025125628140708,0.5185423553187638
0.22,0.99,0.08,0.01,0.9801980198019802,2.387091457701384
0.22,0.99,0.08,0.08,0.8518518518518519,2.2405192212680607
0.22,0.99,0.08,0.15,0.7391304347826088,2.078787672141117
0.22,0.99,0.08,0.22,0.639344262295082,1.9120215849810531
0.22,0.99,0.08,0.29,0.5503875968992248,1.7467792692956623
