Complexity,Loss,Equation
1,2.346821199223813,"0.1486471119749805"
2,2.020034992264686,"cos(x2)"
3,1.316472513195539,"(x1 * x1)"
5,0.7323615538752054,"((x1 * x1) + -0.7642715219883397)"
7,0.1720190105906694,"((cos(x2) - cos(x1)) * 2.434789461435636)"
8,0.1381289788443717,"(exp(cos(x2)) - (cos(x1) * 2.909894587575379))"
9,0.07652503258248533,"((cos(x2 * 0.8411866365809928) - cos(x1)) * 2.7283387715569747)"
10,0.05169181173819253,"((cos(x2) - cos(x1)) * (2.741147111068066 - cos(x1)))"
12,0.04424398566592086,"((cos(x2 * 0.9503641891485716) - cos(x1)) * (2.794479452558347 - cos(x1)))"
14,0.033369454593807336,"(((cos(x2 * 0.8875447598866509) - cos(x1)) * (2.8678937589969293 - cos(x1))) + -0.15502566548238597)"
16,0.028915125581722694,"(((cos(x2 * 0.8875447593959128) - cos(x1)) * (2.9443621788803505 - cos(x1 / 1.059909711496795))) + -0.15502566651451843)"
17,0.014641428805935814,"(((cos(x2 * -0.9065874193511612) - cos(x1)) * (2.867893759398732 - cos(cos(x1) * x1))) * 1.2155135779992312)"
19,0.012961515683620067,"(((cos(x2 * -0.8878467925306274) - cos(x1)) * (2.8606925289325766 - (cos(cos(x1) * x1) * 0.906405949897721))) * 1.2083402417510025)"
