Complexity,Loss,Equation
1,0.02005195825689133,"0.6325939035789324"
3,0.00575943784463368,"(0.7650058597215977 - x1)"
5,0.003810454634958172,"((x1 * -1.4657007550909982) + 0.8524490241167226)"
7,0.0032954731605116627,"(((x1 + -1.765700767570198) * x1) + 0.8673887855700488)"
9,0.002091483379803331,"((((x1 * 6.131463232409241) + -3.305139788835781) * x1) + 0.9440516200957842)"
11,0.002091483379803328,"((((x1 * 5.131463233124933) + (x1 + -3.3051397885511773)) * x1) + 0.9440516200310719)"
12,0.0020547983580573503,"((((x1 * (7.667378940385502 - exp(x1))) + -3.37293587748211) * x1) + 0.9457759350504511)"
16,0.002000515137754611,"((((x1 * (8.567380545157542 - ((exp(x1) + x1) + x1))) + -3.480719938243412) * x1) + 0.9484434960744268)"
18,0.0019750090121881314,"((((x1 * (7.491042665478606 - exp(x1 / 0.3824698082075689))) + ((x1 + -3.372936188046606) / 0.99122699670809)) * x1) + 0.945775934127119)"
20,0.001973611708540409,"((((x1 * (7.491042665478606 - exp((x1 / (0.3824698082075689 + 0.8422417702716495)) / 0.27992930475365374))) + (x1 + -3.372936188046606)) * x1) + 0.945775934127119)"
